"religious ppl pray! what do they say? hello!\nif u pray God perhaps u use some sentences or phrases to pray him!\ncan u tell me what do u say to God.\nThanx\n&\nPeace Whenever I pray I just speak from my heart. He already knows how you feel so just talk to him. I usually thank him for everything he has done for me and ask him to forgive me of my sins. Of course there is more, but I think the best way to pray is to say how you truly feel. There is no need to be ashamed. Try it for yourself and see.",society_culture
"Please honestly share - What was the craziest thing you ever did during your entire life? Okay - it's only fair that I share my experience first.  As a child vacationing in downtown Pittsburg PA with my family, we were in the audience of a television game show.  We were asked to write down ""the craziest thing we could think of doing"" and submit it at one point early in the program.  I remembered seeing a large landscaped water fountain in a courtyard outside the studio.  My answer was to ""go skinny-dipping in that fountain.""  Was I ever shocked and so totally embarrassed when they called out my name later in the program?  Oh, yes!  Someone had to literally take me by the arm and drag me up on the stage and into the camera's view, but it was worth the silver dollar I won.  BTW - I never did go skinny-dipping in that fountain.  LOL pooped outside in my neb.s lawn my bro locked me out,,",society_culture
"Combs of HANNITY AND COMBS is graduate of Hofstra University on Long Island.  Name 3 other celebrities from HU  well at least I know  who Hannity and combs are ! lol... fox news!!!!!!!!!  Frances Ford Coppola, Madeline Kahn,  and senator Norm Coleman....  hey I'm a New Yorker !",society_culture
"Any Polish people here? can u translate this sentence into En please? what does it mean in English? ""A mam sie ja Cudownie""\nthanks:) I am Polish. This sentence means:  'Well, I feel just fantastic':)",society_culture
"Should women work in construction, e.g. masonry, carpentry? Hard labor for better pay  I am questioning the likely hood of women starting and maintainig a carreer in construction. Know anyone who has tried certainly i no lots of woman who are skilled in the construction trades tha'y have to be thick skinned but thats the way of it with all minorities",society_culture
Do you believe George Bush is a Christian?  He says that he is.?  Only God knows we cannot judge or will be judged in da same measure.,society_culture
"unique ways to give money as a gift for Christmas? I have done the money tree already and need some fresh ideas. I hate to just hand money to the people i am giving money to.   Thanks for your help Go on line and find an origami site -\nhttp://www.paperfolding.com/diagrams/\nfold a bill (whatever denomination), and place it in a nice card. . .\nVoila!!!\nA ""figure"" in a card - delivers the cash in a grand way. . .\nHappy Holiday giving. . .",society_culture
What should you do if a co-worker does a loud belch in your face?  Report him to Human Resources.,society_culture
"Men are not perfect, what are the shortcomings of Martin Luther King Jr as an individual and activist?  I think he cared too much. He was one of the ""good guys"" and as they say ""good guys finish last"" He brought about such wonderful God ordained ideas, it is such a sad thing to see the civil rights movement in portion go astray from these ideals.",society_culture
"Does susquatch really exist ? This is a fasinating subject for , I may go in search of - over the summer ! Bigfoot, (also known as Sasquatch), is the name of a phenomenon which has polarised people around the world, being either the product of vivid imagination or a creature that has somehow avoided close observation or capture by man.\n\nBigfoot is described as a large, bipedal hairy humanoid creature living in remote wilderness areas of the United States and Canada, specifically those in southwestern Canada, the Great Lakes, the Pacific Northwest, the Rocky Mountains, the forests of the U.S. Northeast, and the U.S. Southern states. Some claim it is a creature which may be found around the world under different regional names, such as the Yeti, or is at least a closely related species. Sightings have allegedly occurred in Malaysia, China, Russia, Australia, South America and Hawaii. [1] [2] [3]\n\nThe majority of scientists reject the possibility of the creature's existence, and consider the stories of Bigfoot to be a combination of unsubstantiated folklore and hoax. This is due to current scientific knowledge plus the lack of bones or a body.\n\n\nI believe it, the earth is still undiscovered. So there are things that go bump in the night.",society_culture
Do people have the right to see the beloved Flying Spaghetti Monster as garbage? People don't just invent religion do they? There must be a certain truth in religion before they can come about. No.  They need to open their minds to other pastabilities.  May you be touched by his noodly appendage.  The FSM (CBUM) is just as plausible as any other god.  RAmen.\n\nhttp://www.venganza.org/,society_culture
"who all wants a closer realationship with God? i do, how do  i get closer? I DO!!! This world keeps pulling us down doesn't it! But you know, being on Y! Answers has really helped me, here I can praise and worship God(with some fellow Christians and some none Christians) here I get to share my faith. It's great!!! For me the way I get close to God is listening to some really good music, sit down with my Bible, notepad, and pencil, start reading and write away! It's amazing how much more you notice when you write stuff down. God Bless you sister and hold strong to the faith!!!",society_culture
"Why do people take advantage of the elderly population?  Self-centered, lack of respect.",society_culture
"Does anyone know the origin of those beautiful green eyes...? ...of the people in the regions of Pakistan, Afghanistan, Iran,etc.? probably the crusaders stopped by for a couple quick rapes during the looting.",society_culture
"Was Judas a traitor or the most devoted apprentice? Just asking... I would have to go with, Judas was'nt only a devoted apprentice but Jesus's friend! And he only followed Jesus's instruccions to hand him over!As for the Gospel According to judas it has remained hidden for more than 1800 yrs for a reason, and as for the bible oh!Remember those times when the catholics persued the christians and took away their bibles?they burned them; now ask yourself why do we still have them?(they made their own similar to the original)They changed lots of stuff in there, and that is what we read now to guide us!As for Jusdas's gospel it has remained untouched and unchanged.Its authentic!!",society_culture
"Christians, what do you think about this dream I had last night? A man was driving west through Arizona on an interstate highway when he looked at his dashboard and saw he was almost out of gas.  There were no roadside stations in sight but he needed gas very soon.  The next exit was for a small town about 3 miles off the interstate so he took the exit to find gas.  It was a cold, wet, windy, winter day and as he traveled down the road to the little town he noticed a young man walking on the side of the road toward the interstate.  With little concern he traveled on to the town and filled up his tank.  \n\nAs he turned and drove back to the interstate he came upon the young  man again.  He was wearing a light jacket holding his arms close to his chest leaning forward into the freezing wind and rain obviously miserable and cold.  As the car approached the young man on the road he just barely put out his left thumb so as to indicate he needed a lift but trying to maintain some body heat.\n\nAs the driver passed by the young  man something inside him told him to stop.  He had never before stopped to pick up anyone like this before.  He brought his car to a stop about a quarter mile down the road from the young man.  As he turned to look back through the rear windshield he could see the young man running down the road toward his car.  Soon the young man was standing at the passenger door looking in the through the window the driver had lowered.  \n\n“I sure could use a lift,” said the young man.  The driver asked,  “which way do you need to go?”  The young man replied, “I need to go east.  Are you going that way?”  The driver hesitated for just a moment and then said, “Yeah.  I’m going east.  Get in.”\n\nThe young man almost jumped into the car.  His hair was covered in ice and with the warmth of the car it began to melt and drip from his hair.  As the driver pulled onto the road heading back to the highway he asked the young man, “where do you need to go?”  He replied, “I’m trying to get to my dad’s house in Virginia”.  The driver said, “That’s a long way to hitch hike don’t you think?  Why didn’t you call you dad and get some help getting back home?”\n\nThe young man replied, “ I haven’t talked to my dad in 5 years.  I left home on bad terms with him.  I was doing some things I new I shouldn’t do and dad didn’t approve.  So I left and said I’m never coming back.  Now I’ve lost my job.  I’ve lost my girl friend.  I have no money, no friends, and no place to live.  I don’t have anything left and nowhere to go.  I was afraid to call him. What if he said no I can’t come home?  Then what would I do?  Where would I go?  I thought if I can just make it back home maybe I can walk up and knock on his door.  Tell him how sorry I am.  Maybe he would let me come home.”\n\nThe driver pulled his car onto the interstate and headed east retracing the path from which he had just come.  The two continued to talk about what had happened in the young man’s life.  \n\nAs they drove and talked they soon came to a large city.  The driver without saying why began following the signs that showed the way to the airport.  The young man asked, “Where are we going.”  The driver responded, “I’m going to pay for a ticket for you to fly home.  You need to be with your dad.”  The two went into the airport together where the driver bought the ticket.  He handed it to the young man and said, “you’d better hurry you’re going to miss your flight.”  The young man hugged the driver and then with tears in his eyes he said, “You know, you didn’t have to do this, did you?”  \n\nThe driver paused for just a moment and looking back into the young man’s eyes responded, “ Yeah, I think I did.”\n\nI then found myself looking up a the crucified Jesus hanging on the cross looking down into my eyes.  I looked up at him acknowledging what He had done for me and with tears in my eyes I said, “You know, You didn’t have to do this, did You?”   \n\nJ Very nice dream.  Thanks for posting it.  The representation in the dream is very good.  We the human family through rebellion and disobedience left our Heavenly Father, just like the boy in this dream left his father.  We then often find ourselves in dire situations, and want our Heavenly Father to forgive us and help us just like this boy did.  Jesus then, just like the kind man in this dream, paid the price and ticket to made possible for us to be forgiven and get back to our Father. \n\n Father forgive us and teach us that truth that sets us free (John 8:32).",society_culture
is there any one who is LDS out there?  I am. Do you need something?,society_culture
"How do you say 'happy sweet 16' or happy birthday in Japanese? I'm looking for the signing of it?  お誕生日おめだとう - otanjoubi omedatou - Happy Birthday!\n十六歳、すばらしい! おめだとう- jurokusai, subarashii! omedatou - 16 years old, great! congratulations\n\nhave a good one!",society_culture
"some pros and cons for mexican immigration?  Pro's are the same for all legal immigrants as are the cons. However illegal immigration, cost the taxpayers much to much money. Taxpayers foot the bill for attempts at keeping them out, for healthcare, for the welfare and food stamps when they are here, for incarceration when caught, for deportation and it's proceedings, and for the loss jobs to legal residents, through increased unemployment.",society_culture
"How does ""Jesus dying for our sins"" make any sense at all? I mean, god could forgive our sins with a snap of his fingers.\n\nEven if he sends his son down, why does he have to die to save our souls? It is a test run? Does god need a practice try of saving a soul? How does Jesus dying forgive our sins that god could not do before?\n\nIs the catholic faith that illogical?\n\nhttp://flushaholybook.com Exactly.  Why did Jesus HAVE to die?  Why was it necessary?  Why did God set that rule?  God could've just as easily said ""Jesus, if you pick that daisy over there, you will become the redeemer of mankind"".  It could've been that easy.  But no.  God had to REQUIRE that his only son let himself be killed in a brutal, excruciating way.",society_culture
What is the one thing you want to accomplish before passing to the next life?  I want to spread Islam by peace & love as old great Muslims did,society_culture
"i am writing an article on alternative choices for a funeral/burial, has anyone got any stories of info?  WALTER\n                         What's this?\n\n                                     DONNELLY\n                         That is for the urn.\n\n                                     WALTER\n                         Don't need it.  We're scattering the \n                         ashes.\n\n                                     DONNELLY\n                         Yes, so we were informed.  However, \n                         we must of course transmit the remains \n                         to you in a receptacle.\n\n                                     WALTER\n                         This is a hundred and eighty dollars.\n\n                                     DONNELLY\n                         Yes sir.  It is our most modestly \n                         priced receptacle.\n\n                                     DUDE\n                         Well can we--\n\n                                     WALTER\n                         A hundred and eighty dollars?!\n\n                                     DONNELLY\n                         They range up to three thousand.\n\n                                     WALTER\n                         Yeah, but we're--\n\n                                     DUDE\n                         Can we just rent it from you?\n\n                                     DONNELLY\n                         Sir, this is a mortuary, not a rental \n                         house.\n\n                                     WALTER\n                         We're scattering the fucking ashes!\n\n                                     DUDE\n                         Walter--\n\n                                     WALTER\n                         JUST BECAUSE WE'RE BEREAVED DOESN'T \n                         MEAN WE'RE SAPS!\n\n                                     DONNELLY\n                         Sir, please lower your voice--\n\n                                     DUDE\n                         Hey man, don't you have something \n                         else you could put it in?\n\n                                     DONNELLY\n                         That is our most modestly priced \n                         receptacle.\n\n                                     WALTER\n                         GODDAMNIT!  IS THERE A RALPH'S AROUND \n                         HERE?!",society_culture
"what do think about Indians, who are from India.? i am an indian and i was just curious what people think of them. Some are really nice.\nSome are really mean.\nSome are really pretty.\nSome are really ugly.\nMost are just plain ol' average -\nJust like any other nationality on Planet Earth.",society_culture
"my g.f wants to see me pissing and don't let me go alone if i  desperately needed to pee but i'm shy to do it  I am not sure if the shyness comes from you thinking your dick is small or whatever, but it sounds like your g/f is wanting to maybe see it with lights on? sounds kinda kinky to me but maybe she IS kinky. I say pee away dude. It may just lead to a real good experience for you.",society_culture
"Anybudy know we can translate from HU to EN this one wort ""megszentsegtelenithetetlensegeskedeseitekert"" ??? In the HU languege is 3 soo long and very comlicated words! IT IS REALY! try altavista.com, it might help",society_culture
"What are the guidelines for tipping movers and delivery people? I live in the San Francisco bay area and I am moving to a nearby city soon.  I know you are supposed to tip movers, but I'm not sure how much.  Is it a percentage of the total cost?\n\nAlso, if a delivery person goes above and beyond in delivering an item for you, are you supposed to tip them, and how much if so? I am totally against tipping. Maybe it's because I am English, but in my country you don't get paid extra for being polite, on time and well mannered. I don't get tipped for being polite to my colleagues, or for answering the phone in a nice way, or smiling, or being nice... why should waitresses and waiters get tipped for doing the same thing I don't get tipped for... they shouldnt, therefore i do not tip (unless they are REALLY hot or if they go out of their way to help me, that deserves a tip!!)",society_culture
"What are some good books for learning about your religion?  Besides your scripture? Just looking for some interesting reading. I've written my own book which I like to believe is interesting :P \n\nIt's basically about:\n1-God (His qualities, what He wants from us..)\n2-The stories of the prophets of God (lessons that can be learned from them, interesting stories)\n3- The history of Islam/life of prophet Muhammad PBUH.\n4-The Holy Qur'an (authenticity, greatest achievement of the Arabic language)\n5-The Misperceptions of Islam (e.g. Misinterpreted verses of the Qur'an)\n6- The Hereafter (i.e. Death, Judgement Day, Hell, Heaven - all in detail)\n\nThe good thing i guess about it is that the book can be read starting from any chapter. So people who are interested, for instace, to read about prophet Joseph, they can just go to his chapter and not read anything else\n\nhttp://spaces.msn.com/slimayn/\n\nPeace be with you",society_culture
"this lady asked if she could bless me.....what should i do? wtf this crazy psycho lady came to my job and asked if she could bless me and said all this crazy stuff\n\nshe asked for my hand and was like hellllzzzz naw and was even gonna tell her i was an atheist just to get her away \n\nwhat should i do?? Just tell her thank you, but you are already blessed.",society_culture
Is Gotti still alive?  if you mean John Gotti then sadly yes,society_culture
"Why is christmas candy out already? It's not even December yet! Thanksgiving hasn't even passed yet! Are people really buying christmas decorations and candy now? Ridiculous! Yeah really!!!  I couldn't even stock up on all the halloween stuff that normally goes on sale now!!!  Instead, they just took it off the shelves and suddenly it's Christmas Wonderland since the 1st of November!!!  THAT SUCKS!!!",society_culture
"Any good ideas for games for an adult anti-Valentine's party that has couples & singles attending?  umm you could throw a barmitzva, or have a guilt free party where you just act like kids and drink koolade!\n\nthats real fun!\n\n-tmac",society_culture
"Is this man gay?...? Jamie Hyneman from Mythbusters. (Discovery channel). Is he gay? Just wondering... that's all. No.  Here's a quote from Adam:\n\nWhen the show first started airing, Jamie and I both got a lot of gay fan mail. He got a little upset at first, and his wife pointed out “Jamie, take the compliment! Someone thinks you’re really hot! It’s okay if it’s a man.” And he was cool with that, and relaxed about it.",society_culture
"have you ever heard of burring a Joseph figurine in the ground to sell your house? we are currently trying to sell our house and we had heard that if you  bury a figurine of Joseph upside down in the ground outside your front door it will sell. however the catholics believe that you should never bury any such figure of christ, which makes since. we are not catholic, but religious, and we have had some friends try this and it worked, what is your take? did it work? how do you feel about it? no, I heard that if you just put the figurine upside down and ask for wish, that's how you get the wish to come through, burning it, I don't think it was a good idea.",society_culture
"If a musician goes to hell, can we still listen to his songs in heaven?  Interesting!  \n\nWhat about the reverse?  If Marilyn Manson repents and goes to heaven, can the people in hell still listen to his music?",society_culture
